name,director,producer,writer,top_billed,music,cinematography,editor,release_date,run_time,budget,box_office,mpaa_rating,animated,family_friendly
Hot Fuzz,Edgar Wright,Nira Park,Edgar Wright,Simon Pegg,David Arnold,Jess Hall,Chris Dickens,16 February 2007,121,"12,000,000","80,700,000",R,No,No
